"case_id","title","citation","full_text","source_url"
"397cb0aa-bf1a-478e-b8f0-cea5867c2a3b","MM (Sri Lanka) v Secretary of State for the Home Department","[""[2014] EWCA Civ 36""]; []",,"html"
"51c2cdee-8ceb-4a9a-b122-0dcbf86a746e","Jefferson v O'Connor [2014] EWCA Civ 38","[""[2014] EWCA Civ 38""]; []",,"html"
"617372ba-d3e3-4dce-930b-cb3d2e6b7765","IM v LM & Ors [2014] EWCA Civ 37","[""[2014] COPLR 246"", ""[2014] EWCA Civ 37"", ""(2014) 17 CCL Rep 39"", ""[2014] 3 All ER 491"", ""[2014] WLR(D) 31"", ""[2015] 1 Fam 61"", ""[2015] 1 FAM 61"", ""[2014] 3 WLR 409"", ""[2014] Med LR 345"", ""[2014] 2 FCR 13""]; []",,"html"
"12a03639-3bd2-45ca-bc09-d181f7de5ce2","Tracey, R (on the application of) v Cambridge University Hospitals NHS Foundation Trust & Anor","[""[2014] EWCA Civ 33""]; []",,"html"
"12c01d71-44c6-4956-8b4b-f5e1e58f7e48","Core Issues Trust v Transport For London","[""[2014] WLR(D) 35"", ""[2014] PTSR 785"", ""[2014] EWCA Civ 34""]; []",,"html"
"c638648d-fec0-4d91-ae91-59ece875ee73","S (Children, W & T), Re [2014] EWCA Civ 638","[""[2014] PTSR D16"", ""[2014] EWCA Civ 638"", ""[2014] WLR(D) 217"", ""[2014] 3 FCR 218"", ""[2014] Fam Law 123""]; []",,"html"
"eeb6bc72-9385-4469-8e60-882fb5e55bf2","AP Racing Ltd v Alcon Components Ltd [2014] EWCA Civ 40","[""[2014] EWCA Civ 40"", ""[2014] RPC 27""]; []",,"html"
"9f247da1-72a3-4e01-bf71-fc179aa57f61","Solihull Metropolitan Borough Council v Khan [2014] EWCA Civ 41","[""[2014] EWCA Civ 41""]; []",,"html"
"5ac1a330-b09c-46c7-91e2-dcaa62dba6a4","Das v Secretary of State for the Home Department [2014] EWCA Civ 45","[""[2014] WLR 3538"", ""[2014] EWCA Civ 45"", ""[2014] 1 WLR 3538"", ""[2014] WLR(D) 39""]; []",,"html"
"6d20c546-f971-4475-a8b9-a0c4a265f883","MS (Uganda) v Secretary of State for the Home Department","[""[2014] EWCA Civ 50"", ""[2014] 1 WLR 2766"", ""[2014] Imm AR 745"", ""[2014] WLR 2766"", ""[2015] INLR 11""]; []",,"html"
"7ee03461-a14c-41d0-8bd4-4b5726a9f64c","Miller v Associated Newspapers Ltd [2014] EWCA Civ 39","[""2014] EWCA Civ 39""]; []",,"html"
"ad379907-051f-4f48-80f2-4347995a5002","Rehill v Rider Holdings Ltd","[""[2014] 3 Costs LR 405"", ""[2014] EWCA Civ 42""]; []",,"html"
"8a045906-c88d-48ed-ac86-91e1fc1e4e26","Taylor v Burton & Anor [2014] EWCA Civ 63","[""2014] EWCA Civ 63""]; []",,"html"
"f12362ca-9214-46d6-8a2a-5ddadac29884","Innerspaces Self Storage Ltd v Harding & Ors [2014] EWCA Civ 46","[""[2014] EWCA Civ 46""]; []",,"html"
"944d88b3-0eee-4232-bae9-6cf36a88286d","Emmett v Sisson [2014] EWCA Civ 64 - Right of Way Dispute","[""[2014] EWCA Civ 64""]; []",,"html"
"61341158-9abb-4eb2-af33-53e8c654cc52","Flynn v Warrior Square Recoveries Ltd [2014] EWCA Civ 68","[""[2014] EWCA Civ 68""]; []",,"html"
"afe6b030-4ac5-46cd-bf1b-3e2f471df9c1","DA (Iran), R (On the Application Of) v Secretary of State for the Home Department","[""[2014] EWCA Civ 654""]; []",,"html"
"c45b113b-b1e9-442c-bce8-4a22844d94ea","C v North Cumbria University Hospitals NHS Trust","[""[2014] EWHC 61 (QB)""]; []",,"html"
"9e4944df-5305-4cc2-bb57-6b32aa880969","L, R (On the Application Of) v West London Mental Health NHS Trust & Anor [2014] EWCA Civ 47","[""2014] EWCA Civ 47"", ""(2014) 137 BMLR 76"", ""[2014] 1 WLR 3103""]; []",,"html"
"59091337-3bc6-45c6-85a7-c4ca74a572ba","Brundle v Perry & Ors [2015] EWCA Civ 672","[""2015] EWCA Civ 672""]; []",,"html"
"cd2db340-265d-46ef-86dd-180d07c4fea9","AE (Algeria) v Secretary of State for the Home Department","[""[2014] EWCA Civ 653""]; []",,"html"
"daaf5324-7276-4195-b70a-47828811bbb2","Re C (A Child) [2014] EWCA Civ 70: Appeal Against Placement Order","[""[2014] EWCA Civ 70""]; []",,"html"
"1e1f2245-dd9c-4a5a-b4a0-98c9113d4865","OMV Supply and Trading AG v Kazmunaygaz Trading AG [2014] EWCA Civ 75","[""2014 EWCA Civ 75"", ""2014 1 Lloyd's Rep 647""]; []",,"html"
"1eb7139f-fc30-4c97-9b13-961ffa043d6d","Hazel & Anor v The Manchester College [2014] EWCA Civ 72","[""[2014] EWCA Civ 72"", ""[2014] ICR 989"", ""[2014] IRLR 392""]; []",,"html"
"d3f54368-3416-43dc-b17c-0a4875ab52fc","Criminal Injuries Compensation Authority v First-Tier Tribunal (Social Entitlement Chamber) & Anor","[""[2014] EWCA Civ 65"", ""[2014] AACR 27"", ""[2014] WLR(D) 45""]; []",,"html"
"2a8814e6-52cb-4fce-aff2-3bae83c3b9b9","Banwaitt v Dewji [2014] EWCA Civ 67","[""[2014] EWCA Civ 67""]; []",,"html"
"171468d2-dfa7-4b81-8b18-384b6779d61d","Roberts v The Commissioner of Police of the Metropolis","[""2014] WLR 3299"", ""[2014] EWCA Civ 69"", ""[2014] 1 WLR 3299"", ""[2014] HRLR 5"", ""[2014] 2 Cr App R 6"", ""[2014] WLR(D) 50""]; []",,"html"
"7b9b0d5a-dc61-43d4-9626-d82e18f8c8dd","South Wales Police Authority v Johnson [2014] EWCA Civ 73","[""[2014] EWCA Civ 73""]; []",,"html"
"ee5ed42e-d552-49f7-ae34-ee6ddf99593b","The United States of America v Nolan","[""[2014] EWCA Civ 71"", ""[2014] ICR 685"", ""[2014] WLR(D) 46"", ""[2014] IRLR 302""]; []",,"html"
"ee25b714-a850-4788-bcd3-623a5cbe4ede","Electro Mechanical Installations Ltd v Royal Bank of Scotland [2014] EWCA Civ 77","[""[2014] EWCA Civ 77""]; []",,"html"
"0f7a1fa3-c7d5-4b23-b9fd-705aa9574d1e","Milton Furniture Ltd v Brit Insurance Ltd [2015] EWCA Civ 671","[""[2015] EWCA Civ 671""]; []",,"html"
"96885a07-5488-476b-af41-4b56e4270911","S.C. Compania Nationala De Transporturi Aeriene Romane Tarom S.A. v Jet2.Com Ltd","[""[2014] EWCA Civ 87""]; []",,"html"
"71f2b7cd-25df-4ebe-bcd4-0839728db6ce","Re P (Findings of Fact) [2014] EWCA Civ 89","[""[2014] EWCA Civ 89""]; []",,"html"
"9d9e64cf-ca21-4d32-aeea-230c799fd0d2","Kemeh v Ministry of Defence [2014] EWCA Civ 91","[""[2014] EWCA Civ 91"", ""[2014] IRLR 377"", ""[2014] ICR 625"", ""[2014] Eq LR 259"", ""[2014] WLR(D) 59""]; []",,"html"
"20883fdd-3d62-402d-b87e-d07099a0aace","Morshead Mansions Ltd v Di Marco","[""[2014] 2 All ER 773"", ""[2014] HLR 28"", ""[2014] EWCA Civ 96"", ""[2014] L & TR 13"", ""[2014] 1 P & CR 20"", ""[2014] 1 WLR 1799"", ""[2014] WLR(D) 74"", ""[2014] CP Rep 22"", ""[2014] WLR 1799""]; []",,"html"
"160542f2-e4d6-409f-a4c3-fd1e63cc788b","Walker Construction (UK) Ltd v Quayside Homes Ltd & Or [2014] EWCA Civ 93","[""[2014] EWCA Civ 93"", ""[2014] 1 CLC 121"", ""[2014] BLR 215"", ""[2014] 3 Costs LO 362"", ""153 Con LR 26""]; []",,"html"
"3a069494-6968-477a-a4ad-002ee5f30904","Ali v Washwood Heath Technology College & Ors [2014] EWCA Civ 97","[""[2014] EWCA Civ 97""]; []",,"html"
"7a1957ec-d808-4c29-ba31-3de87fa6c2be","JG v The Lord Chancellor & Ors [2014] EWCA Civ 656","[""[2014] WLR(D) 235"", ""[2014] EWCA Civ 656""]; []",,"html"
"ffa2a492-896e-4955-9166-e7164788d06e","Wiemer v Redstone Mortgages [2014] EWCA Civ 81","[""[2014] EWCA Civ 81""]; []",,"html"
"3b28693f-e52a-4913-ae7e-c9bfc60c9dcd","3D Morden College v Secretary of State for the Home Department","[""[2014] EWCA Civ 84""]; []",,"html"
"1824a2e2-858b-4b54-b4fd-6580a8062660","Zee Entertainment Enterprises Ltd & Ors v Zeebox Ltd [2014] EWCA Civ 82","[""[2014] EWCA Civ 82""]; []",,"html"
"e0841efc-ccd5-4584-a6eb-43b4c0d281dd","SXH v Crown Prosecution Service [2014] EWCA Civ 90","[""2014] EWCA Civ 90"", ""[2014] 1 WLR 3238"", ""[2014] WLR(D) 53""]; []",,"html"
"5d7799f2-d31c-48ad-a399-fbb6860bf7fe","Khan v Secretary of State for the Home Department","[""[2014] EWCA Civ 88"", ""[2014] 1 WLR 3173"", ""[2014] Imm AR 768"", ""[2014] 2 All ER 973"", ""[2014] WLR(D) 60""]; []",,"html"
"5854584a-9e0a-4fd7-946c-ab0d937a75f6","Sharland v Sharland [2014] EWCA Civ 95 - Appeal Against Financial Provision Order","[""[2014] EWCA Civ 95"", ""[2014] 2 FCR 189""]; []",,"html"
"02127c51-bd78-4e98-8160-12d5895985d8","R (Alistair Thompson) v Oxford City Council & Anor [2014] EWCA Civ 94","[""[2014] WLR(D) 62"", ""[2014] EWCA Civ 94"", ""[2014] LLR 605"", ""[2014] WLR 1811"", ""[2014] 1 WLR 1811""]; []",,"html"
"fd26b18c-791c-454c-b969-9e2452a97a2d","Edem v The Information Commissioner & Anor","[""[2014] AACR 19"", ""[2014] EWCA Civ 92""]; []",,"html"
"add64395-7ec5-485c-a034-fab4787d04ae","ZI (Bangladesh) & Ors v Secretary of State for the Home Department","[""[2014] EWCA Civ 98""]; []",,"html"
"108bda57-d5fb-4ba9-8d12-92cd9543e030","Allison & Anor v Horner [2014] EWCA Civ 117","[""[2014] EWCA Civ 117""]; []",,"html"
"b3c7f9f0-2523-496b-9c25-962ba9f3fb17","Clark & Anor v In Focus Asset Management & Tax Solutions Ltd & Anor [2014] EWCA Civ 118","[""[2014] EWCA Civ 118"", ""[2014] WLR(D) 76"", ""[2014] 2 All ER (Comm) 159"", ""[2014] PNLR 19"", ""[2014] 1 WLR 2502"", ""[2014] 3 All ER 313"", ""[2014] 1 CLC 170"", ""[2014] Lloyd's Rep IR 437""]; []",,"html"
"90d7a223-ab0a-4dc6-b2e6-2c8123bf1c7b","Meiklejohn v St George's Healthcare NHS Trust & Anor [2014] EWCA Civ 120","[""2014] EWCA Civ 120""]; []",,"html"
"e65eac64-ec88-492d-96f3-59523b92681f","Ray v Sekhri [2014] EWCA Civ 119","[""[2014] EWCA Civ 119""]; []",,"html"
"2e6e1d58-9f2a-439b-8bf7-6da0b0d60969","Stoute v LTA Operations Ltd","[""2015] 1 WLR 79"", ""[2014] WLR(D) 212"", ""[2015] 1 All ER 131"", ""[2015] WLR 79"", ""[2015] CP Rep 1"", ""[2014] EWCA Civ 657""]; []",,"html"
"e3be15bc-b7fb-4406-b890-be6b3bbe66e8","Nelson v Circle Thirty Three Housing Trust Ltd","[""[2014] EWCA Civ 106"", ""[2014] 3 Costs LO 355""]; []",,"html"
"e5bea198-573c-437a-a0fd-b282f1674d22","Donovan & Anor v Rana & Anor [2014] EWCA Civ 99","[""[2014] EWCA Civ 99""]; []",,"html"
"9135bc1d-1215-486a-be5a-c65bc4c6ce09","Mohamud v WM Morrison Supermarkets Plc [2014] EWCA Civ 116","[""[2014] ICR D19"", ""[2014] WLR(D) 68"", ""[2014] EWCA Civ 116""]; []",,"html"
"2702fe29-d7f0-4cc6-8c3f-b840406bb7a2","Peel Land and Property (Ports No. 3) Ltd v TS Sheerness Ltd","[""[2014] EWCA Civ 100""]; []",,"html"
"b626c012-dee6-4c64-9770-137766936cd3","C (A Child), Re [2014] EWCA Civ 128","[""2014] EWCA Civ 128"", ""2014 WLR 2495"", ""2014 1 WLR 2495"", ""2014 3 FCR 627"", ""2014 Fam Law 1088""]; []",,"html"
"b84dd9be-f846-4810-aa00-ea8a9129425a","Price v Price [2014] EWCA Civ 655","[""[2014] EWCA Civ 655""]; []",,"html"
"fc52ec1b-efd2-4880-99b8-94b9816fbd39","Hines v London Borough of Lambeth [2014] EWCA Civ 660","[""[2014] 1 WLR 4112"", ""[2014] WLR 4112"", ""[2014] WLR(D) 238"", ""[2014] EWCA Civ 660"", ""[2014] HLR 32""]; []",,"html"
"0205a5d3-fad9-465d-a2e2-692b805e38d7","Olatunde v Secretary of State for the Home Department","[""2016] Imm AR 15"", ""[2015] 1 WLR 4602"", ""[2015] EWCA Civ 670"", ""[2015] WLR 4602"", ""[2015] WLR(D) 294""]; []",,"html"
"c682fc09-9ad0-47cc-b6ac-a64da2a65a15","Cox v Ministry of Justice [2014] EWCA Civ 132","[""[2014] EWCA Civ 132"", ""[2015] 1 QB 107"", ""[2014] PIQR P17"", ""[2014] ICR 713"", ""[2014] 3 WLR 1036""]; []",,"html"
"446ad8eb-b97c-4411-887b-dfbca9169cab","Re S (Children) [2014] EWCA Civ 135 - Placement Order Appeal","[""[2015] 1 FLR 130"", ""[2014] EWCA Civ 135"", ""[2015] FLR 130""]; []",,"html"
"638613f3-f321-4ccd-8055-aebfec6cec82","Ted Baker Plc & Anor v Axa Insurance UK Plc & Ors [2014] EWCA Civ 134","[""[2014] EWCA Civ 134""]; []",,"html"
"b9c1c703-7438-4ac4-8117-ad2d02aecbec","Rawlinson And Hunter Trustees SA & Ors v Akers & Anor","[""2014 EWCA Civ 136""]; []",,"html"
"da8e0704-7c0d-45d7-b3d8-579f33f3cc2a","MA (Pakistan) v Secretary of State for the Home Department [2014] EWCA Civ 163","[""[2014] EWCA Civ 163""]; []",,"html"
"07247fb7-4c2a-44a2-a829-307f14021882","McKinnon v The London Borough of Redbridge","[""[2014] EWCA Civ 178"", ""[2014] WLR(D) 97"", ""[2014] ICR 834""]; []",,"html"
"acdaf535-5b5b-4507-831e-09d9550a5793","British Telecommunications Plc v Office of Communications & Ors","[""2014] EWCA Civ 133"", ""[2014] Bus LR 713"", ""[2014] WLR(D) 79""]; []",,"html"
"51220f27-a70d-4edb-8c78-366c57e49e77","Usdaw & Anor v Ethel Austin Ltd & Ors","[""[2014] EWCA Civ 142""]; []",,"html"
"c4ebc52d-33fb-4882-8b2e-bf8493359d3c","Grocholewska-Mullins v Mullins [2014] EWCA Civ 148","[""[2014] EWCA Civ 148""]; []",,"html"
"727843c5-0d5c-4bf9-b9a0-883e7d034e8f","RWE Npower Renewables Ltd v J N Bentley Ltd [2014] EWCA Civ 150","[""2014] EWCA Civ 150""]; []",,"html"
"491ca82b-f4bc-4e1a-8bb1-34b9dee6af6e","Wall v Mutuelle De Poitiers Assurances","[""2014] WLR 4263"", ""[2014] PIQR P15"", ""[2014] WLR(D) 105"", ""[2014] 1 WLR 4263"", ""[2014] ILPr 18"", ""[2014] 1 CLC 253"", ""[2014] EWCA Civ 138"", ""[2014] 3 All ER 340"", ""[2014] CP Rep 23"", ""[2014] WLR(D) 86"", ""[2014] RTR 17""]; []",,"html"
"d1df7f93-6ec2-43c6-b077-7e14f4bdd140","Pillar Denton Ltd & Ors v Jervis & Ors [2014] EWCA Civ 180","[""[2014] EWCA Civ 180"", ""[2014] WLR(D) 94"", ""[2015] 1 CH 87"", ""[2015] 1 Ch 87"", ""[2014] 3 All ER 519"", ""[2014] 3 WLR 901"", ""[2015] CH 87"", ""[2014] 2 All ER (Comm) 826"", ""[2014] 2 BCLC 204"", ""[2014] BCC 165""]; []",,"html"
"efbb7c17-110d-4e5d-a824-48fc8679cd57","Barnwell Manor Wind Energy Ltd v East Northamptonshire District Council & Ors","[""2014] JPL 731"", ""[2014] EWCA Civ 137"", ""[2014] 1 P & CR 22"", ""[2014] 2 EGLR 85"", ""[2015] 1 WLR 45"", ""[2015] WLR 45""]; []",,"html"
"ae1194b0-a284-4b42-8aba-891a2e25b56d","Global Vision College Ltd v Secretary of State for the Home Department","[""[2014] EWCA Civ 659""]; []",,"html"
"97db4f46-95b9-4f6b-89ec-b9002fa12f07","Dwyer v The City of Westminster [2014] EWCA Civ 153","[""[2014] EWCA Civ 153""]; []",,"html"
"e8bfaeea-f647-4cc0-9dca-90712ad2cb8e","Esporta Ltd v Revenue And Customs [2014] EWCA Civ 155","[""2014"", ""STI 741"", ""EWCA Civ 155"", ""BVC 28"", ""STC 1548""]; []",,"html"
"95385a97-89c9-4dac-ba8f-3eea57d6be51","AHK & Ors, R (On the Application Of) v Secretary of State for the Home Department","[""[2014] 3 All ER 437"", ""[2014] EWCA Civ 151"", ""[2015] WLR 125"", ""[2015] 1 WLR 125""]; []",,"html"
"a4f7d2b0-3273-4662-a12a-735607147050","M (A Child), Re [2014] EWCA Civ 152","[""[2014] 2 FLR 1372"", ""[2014] EWCA Civ 152"", ""[2014] WLR(D) 92"", ""[2014] Fam Law 966"", ""[2014] 2 FCR 585""]; []",,"html"
"d97e315a-5f7e-4079-b086-d9d366c5bdaf","Hc12f01351 v Blueco Limited [2014] EWCA Civ 154","[""[2014] EWCA Civ 154""]; []",,"html"
"72b606a5-9f29-4356-b6a0-3dd1aa4776a2","SG & Ors v The Secretary of State for Work And Pensions [2014] EWCA Civ 156","[""[2014] PTSR 619"", ""[2014] WLR(D) 91"", ""[2014] EWCA Civ 156""]; []",,"html"
"1f61c546-ee6b-4400-85ff-48a3d4c6f090","JE v Secretary of State for the Home Department [2014] EWCA Civ 192","[""2014""]; []",,"html"
"d9498baa-6ca5-4a63-9766-9607e142ed92","Scopema Sarl v Scot Seat Direct Ltd [2014] EWCA Civ 187","[""[2014] EWCA Civ 187""]; []",,"html"
"efea1dc0-4284-465b-9ced-aa7cce8dd37a","Swallowfalls LTD v Monaco Yachting & Technologies S.A.M. & Anor [2014] EWCA Civ 186","[""[2014] 2 Lloyd's Rep 50"", ""[2014] EWCA Civ 186""]; []",,"html"
"3eacf81e-ebd8-4a0e-bc7c-67670eef6482","Graham v Every & Ors [2014] EWCA Civ 191","[""2014] EWCA Civ 191""]; []",,"html"
"7ccad752-5dc1-45a5-bf99-6778e2a0824c","Makudi v Baron Triesman of Tottenham [2014] EWCA Civ 179","[""[2014] EWCA Civ 179"", ""[2014] 1 QB 839"", ""[2014] 3 All ER 36"", ""[2014] 2 WLR 1228"", ""[2014] WLR(D) 98"", ""[2014] EMLR 17""]; []",,"html"
"ac344148-e9a2-4cf5-b19b-c5e802508ad3","Magmatic Ltd v PMS International Group Plc","[""2014""]; [""[2014] ECDR 20"", ""[2014] EWCA Civ 181"", ""[2014] RPC 24""]",,"html"
"b609923b-da43-4309-8ec1-889b9baea3bc","Biddick (Deceased), Representatives of the Estate of v Morcom [2014] EWCA Civ 182","[""[2014] EWCA Civ 182""]; []",,"html"
"d7b5044d-3acf-4ab2-aa67-39461933ac9d","Eclipse Film Partners No. 35 LLP v Revenue & Customs","[""2014] EWCA Civ 184""]; []",,"html"
"af98350e-e553-4a58-8a45-9d7b2067b530","Santander UK Plc v R.A. Legal Solicitors [2014] EWCA Civ 183","[""[2014] EWCA Civ 183"", ""[2014] PNLR 420""]; []",,"html"
